ID,name,synonyms,category,matrix_unit,matrix_amount,components[0].name,components[0].amount,components[0].unit,components[1].name,components[1].amount,components[1].unit,components[2].name,components[2].amount,components[2].unit,components[3].name,components[3].amount,components[3].unit,components[4].name,components[4].amount,components[4].unit,components[5].name,components[5].amount,components[5].unit,components[6].name,components[6].amount,components[6].unit,components[7].name,components[7].amount,components[7].unit,components[8].name,components[8].amount,components[8].unit,components[9].name,components[9].amount,components[9].unit,components[10].name,components[10].amount,components[10].unit,components[11].name,components[11].amount,components[11].unit,components[12].name,components[12].amount,components[12].unit,components[13].name,components[13].amount,components[13].unit,components[14].name,components[14].amount,components[14].unit,components[15].name,components[15].amount,components[15].unit,components[16].name,components[16].amount,components[16].unit,components[17].name,components[17].amount,components[17].unit,components[18].name,components[18].amount,components[18].unit,components[19].name,components[19].amount,components[19].unit,components[20].name,components[20].amount,components[20].unit,components[21].name,components[21].amount,components[21].unit,components[22].name,components[22].amount,components[22].unit,components[23].name,components[23].amount,components[23].unit,components[24].name,components[24].amount,components[24].unit,components[25].name,components[25].amount,components[25].unit,components[26].name,components[26].amount,components[26].unit,components[27].name,components[27].amount,components[27].unit,components[28].name,components[28].amount,components[28].unit,components[30].name,components[30].amount,components[30].unit,components[31].name,components[31].amount,components[31].unit,components[32].name,components[32].amount,components[32].unit,components[33].name,components[33].amount,components[33].unit,components[34].name,components[34].amount,components[34].unit,components[35].name,components[35].amount,components[35].unit,components[36].name,components[36].amount,components[36].unit,components[37].name,components[37].amount,components[37].unit
1481,"Aprikosenkuchen, gebacken (mit Blätterteig)",Aprikosenwähe,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",g,100,Energie kJ,580,kJ,Energie kcal,140,kcal,Protein,2.6,g,Alkohol,0,g,Wasser,73.5,g,Kohlenhydrate,15,g,Stärke,6.9,g,Zucker,8.4,g,Ballaststoffe,1.7,g,Fett,7,g,Cholesterin,39,mg,Einfache ungesättigte Fettsäuren,1.7,g,Gesättigte Fettsäuren,3.8,g,Mehrfach ungesättigte Fettsäuren,0.4,g,Vitamin A,182,retinol equivalent,all-trans retinol equivalents,69,retinol equivalent,beta-carotene activity,1360,beta-carotene equivalent,beta-carotene,1220,µg,Vitamin B1,0.05,mg,Vitamin B2,0.07,mg,Vitamin B6,0.07,mg,Vitamin B12,0.31,µg,Niacin,0.62,mg,Folat,3.8,µg,Pantothensäure,0.31,mg,Vitamin C,3.8,mg,Vitamin D,0.2,µg,Vitamin E,0.66,alpha-tocopherol equivalent,Natrium,93,mg,Kalium,230,mg,Chlorid,140,mg,Kalzium,26,mg,Magnesium,11,mg,Phosphor,44,mg,Eisen,0.5,mg,Jodid,2.8,µg,Zink,0.3,mg
1482,"Aprikosenkuchen, gebacken (mit Kuchenteig)",Aprikosenwähe,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",g,100,Energie kJ,540,kJ,Energie kcal,130,kcal,Protein,3,g,Alkohol,0,g,Wasser,72.9,g,Kohlenhydrate,18,g,Stärke,9.1,g,Zucker,8.4,g,Ballaststoffe,1.8,g,Fett,5,g,Cholesterin,33,mg,Einfache ungesättigte Fettsäuren,1.2,g,Gesättigte Fettsäuren,2.6,g,Mehrfach ungesättigte Fettsäuren,0.4,g,Vitamin A,161,retinol equivalent,all-trans retinol equivalents,48,retinol equivalent,beta-carotene activity,1350,beta-carotene equivalent,beta-carotene,1210,µg,Vitamin B1,0.05,mg,Vitamin B2,0.07,mg,Vitamin B6,0.08,mg,Vitamin B12,0.31,µg,Niacin,0.71,mg,Folat,4,µg,Pantothensäure,0.32,mg,Vitamin C,3.8,mg,Vitamin D,0.2,µg,Vitamin E,0.62,alpha-tocopherol equivalent,Natrium,100,mg,Kalium,230,mg,Chlorid,150,mg,Kalzium,27,mg,Magnesium,11,mg,Phosphor,47,mg,Eisen,0.6,mg,Jodid,2.9,µg,Zink,0.3,mg
1003,"Aubergine, gedünstet (ohne Zugabe von Fett und Salz)",Eierfrucht,Gemüse/Gemüse gekocht (inkl. Konserven),g,100,Energie kJ,120,kJ,Energie kcal,30,kcal,Protein,1.2,g,Alkohol,0,g,Wasser,90.9,g,Kohlenhydrate,4,g,Stärke,0.4,g,Zucker,3.5,g,Ballaststoffe,3,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,5,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,62,beta-carotene equivalent,beta-carotene,56,µg,Vitamin B1,0.04,mg,Vitamin B2,0.04,mg,Vitamin B6,0.09,mg,Vitamin B12,0,µg,Niacin,0.71,mg,Folat,12,µg,Pantothensäure,0.23,mg,Vitamin C,2.1,mg,Vitamin D,0,µg,Vitamin E,0.04,alpha-tocopherol equivalent,Natrium,3.8,mg,Kalium,320,mg,Chlorid,69,mg,Kalzium,12,mg,Magnesium,16,mg,Phosphor,26,mg,Eisen,0.4,mg,Jodid,0.2,µg,Zink,0.1,mg
349,"Aubergine, roh",Eierfrucht,Gemüse/Gemüse frisch,g,100,Energie kJ,100,kJ,Energie kcal,25,kcal,Protein,1,g,Alkohol,0,g,Wasser,92.7,g,Kohlenhydrate,3,g,Stärke,0.3,g,Zucker,2.8,g,Ballaststoffe,2.4,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,4,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,50,beta-carotene equivalent,beta-carotene,50,µg,Vitamin B1,0.04,mg,Vitamin B2,0.03,mg,Vitamin B6,0.08,mg,Vitamin B12,0,µg,Niacin,0.6,mg,Folat,19,µg,Pantothensäure,0.2,mg,Vitamin C,2,mg,Vitamin D,0,µg,Vitamin E,0.03,alpha-tocopherol equivalent,Natrium,3,mg,Kalium,260,mg,Chlorid,55,mg,Kalzium,10,mg,Magnesium,13,mg,Phosphor,21,mg,Eisen,0.3,mg,Jodid,0.2,µg,Zink,0.1,mg
1659,"Auberginen-Piccata, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,g,100,Energie kJ,710,kJ,Energie kcal,170,kcal,Protein,5.3,g,Alkohol,0,g,Wasser,70,g,Kohlenhydrate,9,g,Stärke,6.2,g,Zucker,2.9,g,Ballaststoffe,2.3,g,Fett,12,g,Cholesterin,90,mg,Einfache ungesättigte Fettsäuren,4.8,g,Gesättigte Fettsäuren,4.5,g,Mehrfach ungesättigte Fettsäuren,1.1,g,Vitamin A,106,retinol equivalent,all-trans retinol equivalents,100,retinol equivalent,beta-carotene activity,82,beta-carotene equivalent,beta-carotene,35,µg,Vitamin B1,0.07,mg,Vitamin B2,0.12,mg,Vitamin B6,0.1,mg,Vitamin B12,1.1,µg,Niacin,0.6,mg,Folat,7.7,µg,Pantothensäure,0.39,mg,Vitamin C,1,mg,Vitamin D,0.6,µg,Vitamin E,0.33,alpha-tocopherol equivalent,Natrium,260,mg,Kalium,230,mg,Chlorid,400,mg,Kalzium,74,mg,Magnesium,15,mg,Phosphor,96,mg,Eisen,0.7,mg,Jodid,7.9,µg,Zink,0.6,mg
1658,"Auberginenscheiben, paniert, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,g,100,Energie kJ,590,kJ,Energie kcal,140,kcal,Protein,4.8,g,Alkohol,0,g,Wasser,69.7,g,Kohlenhydrate,15,g,Stärke,12,g,Zucker,3,g,Ballaststoffe,3,g,Fett,6,g,Cholesterin,61,mg,Einfache ungesättigte Fettsäuren,3.6,g,Gesättigte Fettsäuren,0.7,g,Mehrfach ungesättigte Fettsäuren,1,g,Vitamin A,30,retinol equivalent,all-trans retinol equivalents,26,retinol equivalent,beta-carotene activity,51,beta-carotene equivalent,beta-carotene,40,µg,Vitamin B1,0.08,mg,Vitamin B2,0.09,mg,Vitamin B6,0.1,mg,Vitamin B12,0.78,µg,Niacin,0.69,mg,Folat,11,µg,Pantothensäure,0.38,mg,Vitamin C,1.2,mg,Vitamin D,0.4,µg,Vitamin E,0.29,alpha-tocopherol equivalent,Natrium,290,mg,Kalium,240,mg,Chlorid,450,mg,Kalzium,22,mg,Magnesium,16,mg,Phosphor,63,mg,Eisen,0.7,mg,Jodid,4.9,µg,Zink,0.5,mg
10353,Aufschnitt (Durchschnitt),,Fleisch- und Wurstwaren/Brühwurstware,g,100,Energie kJ,1200,kJ,Energie kcal,290,kcal,Protein,14.1,g,Alkohol,0,g,Wasser,56.5,g,Kohlenhydrate,1,g,Stärke,0,g,Zucker,0.7,g,Ballaststoffe,0,g,Fett,26,g,Cholesterin,58,mg,Einfache ungesättigte Fettsäuren,12,g,Gesättigte Fettsäuren,9.7,g,Mehrfach ungesättigte Fettsäuren,2.4,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.27,mg,Vitamin B2,0.13,mg,Vitamin B6,0.15,mg,Vitamin B12,0.95,µg,Niacin,2.9,mg,Folat,1.1,µg,Pantothensäure,0.42,mg,Vitamin C,26.6,mg,Vitamin D,0.5,µg,Vitamin E,0.21,alpha-tocopherol equivalent,Natrium,790,mg,Kalium,120,mg,Chlorid,1110,mg,Kalzium,8,mg,Magnesium,12,mg,Phosphor,160,mg,Eisen,0.8,mg,Jodid,0.6,µg,Zink,1.5,mg
380,"Avocado, roh",,"Gemüse/Gemüse frisch;Nüsse, Samen und Ölfrüchte",g,100,Energie kJ,600,kJ,Energie kcal,145,kcal,Protein,1.8,g,Alkohol,0,g,Wasser,76.4,g,Kohlenhydrate,1,g,Stärke,0,g,Zucker,0.8,g,Ballaststoffe,3,g,Fett,14,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,8.9,g,Gesättigte Fettsäuren,2.9,g,Mehrfach ungesättigte Fettsäuren,1.8,g,Vitamin A,8,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,100,beta-carotene equivalent,beta-carotene,67,µg,Vitamin B1,0.07,mg,Vitamin B2,0.16,mg,Vitamin B6,0.28,mg,Vitamin B12,0,µg,Niacin,2,mg,Folat,54,µg,Pantothensäure,0.8,mg,Vitamin C,11,mg,Vitamin D,0,µg,Vitamin E,1.9,alpha-tocopherol equivalent,Natrium,7,mg,Kalium,520,mg,Chlorid,6,mg,Kalzium,16,mg,Magnesium,33,mg,Phosphor,44,mg,Eisen,1,mg,Jodid,1,µg,Zink,0.6,mg
763,"Bäckerhefe, gepresst",Bierhefe,Verschiedenes/Hefe;Verschiedenes/Backzutaten,g,100,Energie kJ,410,kJ,Energie kcal,100,kcal,Protein,16.7,g,Alkohol,0,g,Wasser,72,g,Kohlenhydrate,1,g,Stärke,1,g,Zucker,0,g,Ballaststoffe,6.9,g,Fett,1,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0.4,g,Gesättigte Fettsäuren,0.2,g,Mehrfach ungesättigte Fettsäuren,0.6,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.83,mg,Vitamin B2,1.4,mg,Vitamin B6,0.63,mg,Vitamin B12,0,µg,Niacin,9.8,mg,Folat,640,µg,Pantothensäure,2.3,mg,Vitamin C,0,mg,Vitamin D,0,µg,Vitamin E,0.1,alpha-tocopherol equivalent,Natrium,22,mg,Kalium,570,mg,Chlorid,100,mg,Kalzium,16,mg,Magnesium,42,mg,Phosphor,360,mg,Eisen,2.9,mg,Jodid,0.6,µg,Zink,2.4,mg
1577,"Bami Goreng, zubereitet",,Gerichte/Asiatische Gerichte,g,100,Energie kJ,580,kJ,Energie kcal,140,kcal,Protein,14,g,Alkohol,0,g,Wasser,68.5,g,Kohlenhydrate,14,g,Stärke,12.1,g,Zucker,1.5,g,Ballaststoffe,0.9,g,Fett,3,g,Cholesterin,44,mg,Einfache ungesättigte Fettsäuren,1.3,g,Gesättigte Fettsäuren,0.4,g,Mehrfach ungesättigte Fettsäuren,0.5,g,Vitamin A,29,retinol equivalent,all-trans retinol equivalents,2,retinol equivalent,beta-carotene activity,323,beta-carotene equivalent,beta-carotene,124,µg,Vitamin B1,0.09,mg,Vitamin B2,0.08,mg,Vitamin B6,0.15,mg,Vitamin B12,0.06,µg,Niacin,0.89,mg,Folat,4.4,µg,Pantothensäure,0.31,mg,Vitamin C,12.8,mg,Vitamin D,0.3,µg,Vitamin E,0.29,alpha-tocopherol equivalent,Natrium,400,mg,Kalium,180,mg,Chlorid,550,mg,Kalzium,9.2,mg,Magnesium,16,mg,Phosphor,110,mg,Eisen,0.7,mg,Jodid,1.6,µg,Zink,0.7,mg
740,"Banane, gedörrt",Bananenchips,Früchte/Früchte getrocknet,g,100,Energie kJ,1570,kJ,Energie kcal,370,kcal,Protein,3.9,g,Alkohol,0,g,Wasser,3,g,Kohlenhydrate,81,g,Stärke,15.4,g,Zucker,65.3,g,Ballaststoffe,7.6,g,Fett,2,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0.2,g,Gesättigte Fettsäuren,0.7,g,Mehrfach ungesättigte Fettsäuren,0.3,g,Vitamin A,30,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,363,beta-carotene equivalent,beta-carotene,350,µg,Vitamin B1,0.18,mg,Vitamin B2,0.24,mg,Vitamin B6,0,mg,Vitamin B12,0,µg,Niacin,2.8,mg,Folat,0,µg,Pantothensäure,0,mg,Vitamin C,7,mg,Vitamin D,0,µg,Vitamin E,0,alpha-tocopherol equivalent,Natrium,3,mg,Kalium,1490,mg,Chlorid,0,mg,Kalzium,22,mg,Magnesium,110,mg,Phosphor,74,mg,Eisen,1.2,mg,Jodid,0,µg,Zink,0,mg
741,"Banane, getrocknet",,Früchte/Früchte getrocknet,g,100,Energie kJ,1160,kJ,Energie kcal,275,kcal,Protein,3,g,Alkohol,0,g,Wasser,28,g,Kohlenhydrate,60,g,Stärke,16.5,g,Zucker,43.7,g,Ballaststoffe,5.5,g,Fett,1,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0.1,g,Gesättigte Fettsäuren,0.4,g,Mehrfach ungesättigte Fettsäuren,0.2,g,Vitamin A,8,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,100,beta-carotene equivalent,beta-carotene,100,µg,Vitamin B1,0.1,mg,Vitamin B2,0.18,mg,Vitamin B6,0.81,mg,Vitamin B12,0,µg,Niacin,2,mg,Folat,33,µg,Pantothensäure,0.54,mg,Vitamin C,4,mg,Vitamin D,0,µg,Vitamin E,0.6,alpha-tocopherol equivalent,Natrium,8,mg,Kalium,1150,mg,Chlorid,300,mg,Kalzium,20,mg,Magnesium,90,mg,Phosphor,75,mg,Eisen,1.3,mg,Jodid,8.1,µg,Zink,0.6,mg
381,"Banane, roh",,Früchte/Früchte frisch,g,100,Energie kJ,410,kJ,Energie kcal,95,kcal,Protein,1.1,g,Alkohol,0,g,Wasser,74,g,Kohlenhydrate,21,g,Stärke,3.8,g,Zucker,17.2,g,Ballaststoffe,2,g,Fett,0,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0.1,g,Mehrfach ungesättigte Fettsäuren,0.1,g,Vitamin A,9,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,109,beta-carotene equivalent,beta-carotene,77,µg,Vitamin B1,0.04,mg,Vitamin B2,0.07,mg,Vitamin B6,0.47,mg,Vitamin B12,0,µg,Niacin,0.6,mg,Folat,23,µg,Pantothensäure,0.3,mg,Vitamin C,12,mg,Vitamin D,0,µg,Vitamin E,0.29,alpha-tocopherol equivalent,Natrium,1,mg,Kalium,380,mg,Chlorid,110,mg,Kalzium,8,mg,Magnesium,30,mg,Phosphor,22,mg,Eisen,0.4,mg,Jodid,2,µg,Zink,0.2,mg
464,"Basilikum, roh",,Gemüse/Kräuter,g,100,Energie kJ,200,kJ,Energie kcal,50,kcal,Protein,3.1,g,Alkohol,0,g,Wasser,86.4,g,Kohlenhydrate,5,g,Stärke,0.1,g,Zucker,5,g,Ballaststoffe,3.1,g,Fett,1,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0.1,g,Mehrfach ungesättigte Fettsäuren,0.4,g,Vitamin A,405,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,4870,beta-carotene equivalent,beta-carotene,4820,µg,Vitamin B1,0.08,mg,Vitamin B2,0.31,mg,Vitamin B6,0.18,mg,Vitamin B12,0,µg,Niacin,1.1,mg,Folat,50,µg,Pantothensäure,0.2,mg,Vitamin C,26,mg,Vitamin D,0,µg,Vitamin E,1,alpha-tocopherol equivalent,Natrium,9,mg,Kalium,300,mg,Chlorid,35,mg,Kalzium,250,mg,Magnesium,11,mg,Phosphor,37,mg,Eisen,5.5,mg,Jodid,0.9,µg,Zink,0.7,mg
1248,Basler Leckerli,,Süssigkeiten/Guetzli,g,100,Energie kJ,1700,kJ,Energie kcal,405,kcal,Protein,6.9,g,Alkohol,0.3,g,Wasser,6.3,g,Kohlenhydrate,75,g,Stärke,23.2,g,Zucker,52,g,Ballaststoffe,3.2,g,Fett,8,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,4.6,g,Gesättigte Fettsäuren,0.6,g,Mehrfach ungesättigte Fettsäuren,2.1,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,1,beta-carotene equivalent,beta-carotene,1,µg,Vitamin B1,0.06,mg,Vitamin B2,0.09,mg,Vitamin B6,0.16,mg,Vitamin B12,0,µg,Niacin,1.2,mg,Folat,10,µg,Pantothensäure,0.16,mg,Vitamin C,0.9,mg,Vitamin D,0,µg,Vitamin E,1.9,alpha-tocopherol equivalent,Natrium,2.9,mg,Kalium,170,mg,Chlorid,29,mg,Kalzium,55,mg,Magnesium,44,mg,Phosphor,110,mg,Eisen,1.6,mg,Jodid,0.6,µg,Zink,1.3,mg
841,"Bauernbratwurst, roh",Schweinsbratwurst,Fleisch- und Wurstwaren/Rohwurstware,g,100,Energie kJ,1010,kJ,Energie kcal,245,kcal,Protein,16.9,g,Alkohol,0.1,g,Wasser,58.7,g,Kohlenhydrate,0,g,Stärke,0,g,Zucker,0.2,g,Ballaststoffe,0,g,Fett,19,g,Cholesterin,60,mg,Einfache ungesättigte Fettsäuren,9,g,Gesättigte Fettsäuren,7.1,g,Mehrfach ungesättigte Fettsäuren,2.1,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.68,mg,Vitamin B2,0.18,mg,Vitamin B6,0.42,mg,Vitamin B12,1.5,µg,Niacin,4,mg,Folat,2.5,µg,Pantothensäure,0.52,mg,Vitamin C,0,mg,Vitamin D,0,µg,Vitamin E,0.46,alpha-tocopherol equivalent,Natrium,1530,mg,Kalium,310,mg,Chlorid,2270,mg,Kalzium,2.9,mg,Magnesium,20,mg,Phosphor,190,mg,Eisen,0.9,mg,Jodid,1.3,µg,Zink,1.5,mg
1268,Bauernbrot,Burebrot,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",g,100,Energie kJ,1020,kJ,Energie kcal,240,kcal,Protein,9,g,Alkohol,0,g,Wasser,38.2,g,Kohlenhydrate,45,g,Stärke,41.7,g,Zucker,2.5,g,Ballaststoffe,4.2,g,Fett,2,g,Cholesterin,4,mg,Einfache ungesättigte Fettsäuren,0.4,g,Gesättigte Fettsäuren,0.7,g,Mehrfach ungesättigte Fettsäuren,0.6,g,Vitamin A,11,retinol equivalent,all-trans retinol equivalents,10,retinol equivalent,beta-carotene activity,6,beta-carotene equivalent,beta-carotene,6,µg,Vitamin B1,0.2,mg,Vitamin B2,0.12,mg,Vitamin B6,0.18,mg,Vitamin B12,0.02,µg,Niacin,2,mg,Folat,27,µg,Pantothensäure,0.48,mg,Vitamin C,0.2,mg,Vitamin D,0,µg,Vitamin E,0.5,alpha-tocopherol equivalent,Natrium,700,mg,Kalium,200,mg,Chlorid,1090,mg,Kalzium,42,mg,Magnesium,38,mg,Phosphor,160,mg,Eisen,1.9,mg,Jodid,3.7,µg,Zink,1.6,mg
784,Bauernsalami,Salami nach Bauernart,Fleisch- und Wurstwaren/Rohwurstware,g,100,Energie kJ,2200,kJ,Energie kcal,535,kcal,Protein,20.6,g,Alkohol,0.1,g,Wasser,23.7,g,Kohlenhydrate,1,g,Stärke,0,g,Zucker,0.8,g,Ballaststoffe,0,g,Fett,50,g,Cholesterin,84,mg,Einfache ungesättigte Fettsäuren,23.2,g,Gesättigte Fettsäuren,18.7,g,Mehrfach ungesättigte Fettsäuren,5.2,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.55,mg,Vitamin B2,0.24,mg,Vitamin B6,0.33,mg,Vitamin B12,3,µg,Niacin,5.9,mg,Folat,2.8,µg,Pantothensäure,0.56,mg,Vitamin C,70.5,mg,Vitamin D,0,µg,Vitamin E,0.78,alpha-tocopherol equivalent,Natrium,1580,mg,Kalium,340,mg,Chlorid,2330,mg,Kalzium,5,mg,Magnesium,22,mg,Phosphor,180,mg,Eisen,1.4,mg,Jodid,0.9,µg,Zink,2.7,mg
787,Bauernschüblig,,Fleisch- und Wurstwaren/Rohwurstware,g,100,Energie kJ,2170,kJ,Energie kcal,525,kcal,Protein,21.3,g,Alkohol,0.2,g,Wasser,24.1,g,Kohlenhydrate,0,g,Stärke,0,g,Zucker,0.3,g,Ballaststoffe,0,g,Fett,49,g,Cholesterin,86,mg,Einfache ungesättigte Fettsäuren,22.9,g,Gesättigte Fettsäuren,18.8,g,Mehrfach ungesättigte Fettsäuren,4.4,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.53,mg,Vitamin B2,0.24,mg,Vitamin B6,0.33,mg,Vitamin B12,3.3,µg,Niacin,6,mg,Folat,2.6,µg,Pantothensäure,0.56,mg,Vitamin C,71,mg,Vitamin D,0,µg,Vitamin E,0.69,alpha-tocopherol equivalent,Natrium,1590,mg,Kalium,350,mg,Chlorid,2350,mg,Kalzium,4.8,mg,Magnesium,22,mg,Phosphor,280,mg,Eisen,1.6,mg,Jodid,1,µg,Zink,2.9,mg
706,"Bauernspeck, roh, geräuchert",,Fleisch- und Wurstwaren/Rohwurstware,g,100,Energie kJ,2130,kJ,Energie kcal,520,kcal,Protein,19.1,g,Alkohol,0,g,Wasser,28.6,g,Kohlenhydrate,1,g,Stärke,0,g,Zucker,0,g,Ballaststoffe,0,g,Fett,49,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,0,g,Gesättigte Fettsäuren,0,g,Mehrfach ungesättigte Fettsäuren,0,g,Vitamin A,4,retinol equivalent,all-trans retinol equivalents,4,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0,mg,Vitamin B2,0,mg,Vitamin B6,0,mg,Vitamin B12,0,µg,Niacin,0,mg,Folat,0,µg,Pantothensäure,0,mg,Vitamin C,0,mg,Vitamin D,0,µg,Vitamin E,0,alpha-tocopherol equivalent,Natrium,0,mg,Kalium,0,mg,Chlorid,0,mg,Kalzium,0,mg,Magnesium,0,mg,Phosphor,170,mg,Eisen,0,mg,Jodid,0,µg,Zink,0,mg
271,Baumnuss,Walnuss,"Nüsse, Samen und Ölfrüchte",g,100,Energie kJ,3060,kJ,Energie kcal,745,kcal,Protein,15.9,g,Alkohol,0,g,Wasser,4.1,g,Kohlenhydrate,7,g,Stärke,1.5,g,Zucker,2,g,Ballaststoffe,6.7,g,Fett,71,g,Cholesterin,0,mg,Einfache ungesättigte Fettsäuren,11.9,g,Gesättigte Fettsäuren,6.3,g,Mehrfach ungesättigte Fettsäuren,49.4,g,Vitamin A,0,retinol equivalent,all-trans retinol equivalents,0,retinol equivalent,beta-carotene activity,0,beta-carotene equivalent,beta-carotene,0,µg,Vitamin B1,0.36,mg,Vitamin B2,0.14,mg,Vitamin B6,0.41,mg,Vitamin B12,0.1,µg,Niacin,1.3,mg,Folat,140,µg,Pantothensäure,0.81,mg,Vitamin C,2.1,mg,Vitamin D,0,µg,Vitamin E,30,alpha-tocopherol equivalent,Natrium,0.3,mg,Kalium,420,mg,Chlorid,23,mg,Kalzium,78,mg,Magnesium,140,mg,Phosphor,360,mg,Eisen,3,mg,Jodid,2,µg,Zink,4,mg
831,Baumnussbrot,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",g,100,Energie kJ,1410,kJ,Energie kcal,340,kcal,Protein,8.9,g,Alkohol,0,g,Wasser,36.1,g,Kohlenhydrate,31,g,Stärke,28.6,g,Zucker,1.4,g,Ballaststoffe,5.5,g,Fett,19,g,Cholesterin,26,mg,Einfache ungesättigte Fettsäuren,3.4,g,Gesättigte Fettsäuren,3.9,g,Mehrfach ungesättigte Fettsäuren,10,g,Vitamin A,48,retinol equivalent,all-trans retinol equivalents,47,retinol equivalent,beta-carotene activity,21,beta-carotene equivalent,beta-carotene,17,µg,Vitamin B1,0.21,mg,Vitamin B2,0.12,mg,Vitamin B6,0.23,mg,Vitamin B12,0.22,µg,Niacin,2.2,mg,Folat,49,µg,Pantothensäure,0.54,mg,Vitamin C,0.4,mg,Vitamin D,0.2,µg,Vitamin E,6.3,alpha-tocopherol equivalent,Natrium,480,mg,Kalium,240,mg,Chlorid,740,mg,Kalzium,32,mg,Magnesium,67,mg,Phosphor,210,mg,Eisen,2.2,mg,Jodid,2.9,µg,Zink,2,mg
12981,Béchamelsauce hausgemacht,,Verschiedenes/Saucen,g,100,Energie kJ,620,kJ,Energie kcal,150,kcal,Protein,4.3,g,Alkohol,0,g,Wasser,75.4,g,Kohlenhydrate,10,g,Stärke,5.4,g,Zucker,4.8,g,Ballaststoffe,0.2,g,Fett,10,g,Cholesterin,32,mg,Einfache ungesättigte Fettsäuren,2.4,g,Gesättigte Fettsäuren,6,g,Mehrfach ungesättigte Fettsäuren,0.5,g,Vitamin A,104,retinol equivalent,all-trans retinol equivalents,99,retinol equivalent,beta-carotene activity,46,beta-carotene equivalent,beta-carotene,46,µg,Vitamin B1,0.02,mg,Vitamin B2,0.16,mg,Vitamin B6,0.04,mg,Vitamin B12,0.11,µg,Niacin,0.31,mg,Folat,2.9,µg,Pantothensäure,0.4,mg,Vitamin C,0.7,mg,Vitamin D,0.2,µg,Vitamin E,0.28,alpha-tocopherol equivalent,Natrium,300,mg,Kalium,180,mg,Chlorid,490,mg,Kalzium,120,mg,Magnesium,12,mg,Phosphor,100,mg,Eisen,0.1,mg,Jodid,9.8,µg,Zink,0.5,mg
